
@RELATION vnf

@ATTRIBUTE dofM REAL
@ATTRIBUTE dofW REAL
@ATTRIBUTE weekend REAL
@ATTRIBUTE hofD REAL
@ATTRIBUTE mofH REAL
@ATTRIBUTE time REAL
@ATTRIBUTE traffic0 REAL
@ATTRIBUTE traffic1 REAL
@ATTRIBUTE delta1 	REAL
@ATTRIBUTE traffic2 REAL
@ATTRIBUTE delta2 	REAL
@ATTRIBUTE traffic3 REAL
@ATTRIBUTE delta3 	REAL
@ATTRIBUTE traffic4 REAL
@ATTRIBUTE delta4 	REAL
@ATTRIBUTE class 	{1,2,3,4,5,6,7,8,9,10}

@DATA
7,6,0,17,35,60,5.391187185,5.306831763,-0.08435542199999979,4.870140499,-0.43669126400000025,5.051888264,0.1817477649999999,4.936297774,-0.11559048999999977,5
7,6,0,17,45,61,5.306831763,4.870140499,-0.43669126400000025,4.936297774,0.06615727500000013,4.670716971,-0.26558080299999975,4.336637893,-0.33407907800000025,5
7,6,0,17,55,62,4.870140499,4.936297774,0.06615727500000013,4.336637893,-0.599659881,4.315527574,-0.021110318999999933,4.234212594,-0.08131498000000015,5
7,6,0,18,5,63,4.936297774,4.336637893,-0.599659881,4.234212594,-0.10242529900000008,4.403446516,0.1692339220000001,4.295636203,-0.10781031299999988,5
7,6,0,18,15,64,4.336637893,4.234212594,-0.10242529900000008,4.295636203,0.06142360900000021,4.158312131,-0.13732407200000019,3.994767281,-0.16354484999999963,5
7,6,0,18,25,65,4.234212594,4.295636203,0.06142360900000021,3.994767281,-0.3008689219999998,3.981376101,-0.013391180000000169,4.103194285,0.12181818399999989,5
7,6,0,18,35,66,4.295636203,3.994767281,-0.3008689219999998,4.103194285,0.10842700399999972,4.191264851,0.08807056599999985,4.107663994,-0.08360085699999953,5
7,6,0,18,45,67,3.994767281,4.103194285,0.10842700399999972,4.107663994,0.0044697090000003215,3.950115059,-0.15754893500000033,3.884135336,-0.06597972299999988,5
7,6,0,18,55,68,4.103194285,4.107663994,0.0044697090000003215,3.884135336,-0.2235286580000002,4.10626781,0.22213247400000036,3.873014865,-0.23325294500000027,4
7,6,0,19,5,69,4.107663994,3.884135336,-0.2235286580000002,3.873014865,-0.01112047099999991,3.987571377,0.11455651200000005,3.772918776,-0.21465260100000005,4
7,6,0,19,15,70,3.884135336,3.873014865,-0.01112047099999991,3.772918776,-0.100096089,3.967867664,0.19494888799999988,3.768411435,-0.19945622899999993,4
7,6,0,19,25,71,3.873014865,3.772918776,-0.100096089,3.768411435,-0.0045073410000000536,3.524927741,-0.24348369400000003,3.533644824,0.00871708300000007,4
7,6,0,19,35,72,3.772918776,3.768411435,-0.0045073410000000536,3.533644824,-0.23476661099999996,3.611084551,0.07743972699999979,3.718716907,0.10763235600000032,4
7,6,0,19,45,73,3.768411435,3.533644824,-0.23476661099999996,3.718716907,0.1850720830000001,3.622619626,-0.09609728100000003,3.649115438,0.02649581199999984,4
7,6,0,19,55,74,3.533644824,3.718716907,0.1850720830000001,3.649115438,-0.0696014690000002,3.824052475,0.17493703699999985,3.802783518,-0.021268956999999755,4
7,6,0,20,5,75,3.718716907,3.649115438,-0.0696014690000002,3.802783518,0.1536680800000001,3.724816224,-0.07796729400000002,3.658838363,-0.06597786099999992,4
7,6,0,20,15,76,3.649115438,3.802783518,0.1536680800000001,3.658838363,-0.14394515499999994,3.634119585,-0.024718777999999997,3.625261928,-0.008857657000000074,4
7,6,0,20,25,77,3.802783518,3.658838363,-0.14394515499999994,3.625261928,-0.03357643500000007,3.670661268,0.0453993399999999,3.569002593,-0.10165867499999992,4
7,6,0,20,35,78,3.658838363,3.625261928,-0.03357643500000007,3.569002593,-0.05625933500000002,3.70410306,0.135100467,3.600959582,-0.10314347799999979,4
7,6,0,20,45,79,3.625261928,3.569002593,-0.05625933500000002,3.600959582,0.03195698900000021,3.540508801,-0.06045078100000012,3.530136362,-0.010372439000000178,4
7,6,0,20,55,80,3.569002593,3.600959582,0.03195698900000021,3.530136362,-0.0708232200000003,3.586244712,0.05610835000000014,3.580008115,-0.00623659700000001,4
7,6,0,21,5,81,3.600959582,3.530136362,-0.0708232200000003,3.580008115,0.04987175300000013,3.518283866,-0.061724249000000064,3.490909198,-0.02737466799999977,4
7,6,0,21,15,82,3.530136362,3.580008115,0.04987175300000013,3.490909198,-0.08909891699999983,3.273634716,-0.2172744820000001,3.220012819,-0.053621897000000196,4
7,6,0,21,25,83,3.580008115,3.490909198,-0.08909891699999983,3.220012819,-0.2708963790000003,3.268927551,0.04891473200000007,3.165384774,-0.10354277699999992,4
7,6,0,21,35,84,3.490909198,3.220012819,-0.2708963790000003,3.165384774,-0.05462804499999985,3.201339313,0.03595453900000001,3.168450654,-0.03288865900000015,4
7,6,0,21,45,85,3.220012819,3.165384774,-0.05462804499999985,3.168450654,0.0030658799999998543,3.036703512,-0.13174714200000004,2.999785689,-0.036917823000000016,4
7,6,0,21,55,86,3.165384774,3.168450654,0.0030658799999998543,2.999785689,-0.16866496500000006,2.93196953,-0.06781615899999993,3.063506195,0.13153666500000005,4
7,6,0,22,5,87,3.168450654,2.999785689,-0.16866496500000006,3.063506195,0.06372050600000012,2.874825851,-0.18868034399999978,2.756967891,-0.11785796000000026,3
7,6,0,22,15,88,2.999785689,3.063506195,0.06372050600000012,2.756967891,-0.30653830400000004,2.746056942,-0.010910948999999892,2.710922432,-0.03513451000000023,3
7,6,0,22,25,89,3.063506195,2.756967891,-0.30653830400000004,2.710922432,-0.04604545900000012,2.687775945,-0.023146486999999993,2.750878241,0.06310229600000028,3
7,6,0,22,35,90,2.756967891,2.710922432,-0.04604545900000012,2.750878241,0.039955809000000286,2.654607198,-0.09627104300000022,2.649790823,-0.004816374999999873,3
7,6,0,22,45,91,2.710922432,2.750878241,0.039955809000000286,2.649790823,-0.1010874180000001,2.561522102,-0.08826872099999994,2.622232533,0.060710430999999954,3
7,6,0,22,55,92,2.750878241,2.649790823,-0.1010874180000001,2.622232533,-0.027558289999999985,2.569332246,-0.052900286999999935,2.900771417,0.331439171,3
7,6,0,23,5,93,2.649790823,2.622232533,-0.027558289999999985,2.900771417,0.27853888400000004,2.362620888,-0.5381505290000002,2.338511945,-0.024108942999999883,3
7,6,0,23,15,94,2.622232533,2.900771417,0.27853888400000004,2.338511945,-0.562259472,2.346308954,0.00779700899999991,2.485275798,0.13896684400000003,3
7,6,0,23,25,95,2.900771417,2.338511945,-0.562259472,2.485275798,0.14676385299999994,2.383711038,-0.10156476000000003,2.352537359,-0.03117367900000012,3
7,6,0,23,35,96,2.338511945,2.485275798,0.14676385299999994,2.352537359,-0.13273843900000015,2.438498778,0.0859614190000002,2.387348189,-0.051150589000000135,3
7,6,0,23,45,97,2.485275798,2.352537359,-0.13273843900000015,2.387348189,0.03481083000000007,2.136407019,-0.25094116999999994,2.105109648,-0.03129737099999996,3
7,6,0,23,55,98,2.352537359,2.387348189,0.03481083000000007,2.105109648,-0.2822385409999999,2.108515945,0.003406297000000169,2.361817024,0.2533010789999999,3
8,7,0,0,5,99,2.387348189,2.105109648,-0.2822385409999999,2.361817024,0.25670737600000004,2.14537985,-0.21643717400000018,2.216433223,0.07105337300000025,3
8,7,0,0,15,100,2.105109648,2.361817024,0.25670737600000004,2.216433223,-0.14538380099999992,2.205983887,-0.010449336000000198,2.125875017,-0.08010887000000011,3
8,7,0,0,25,101,2.361817024,2.216433223,-0.14538380099999992,2.125875017,-0.09055820600000031,2.386775906,0.2609008890000002,2.242831948,-0.14394395799999993,3
8,7,0,0,35,102,2.216433223,2.125875017,-0.09055820600000031,2.242831948,0.11695693100000026,2.154930604,-0.08790134400000005,2.106550611,-0.04837999300000018,3
8,7,0,0,45,103,2.125875017,2.242831948,0.11695693100000026,2.106550611,-0.13628133700000022,2.048932841,-0.05761776999999979,2.072852739,0.02391989799999994,3
8,7,0,0,55,104,2.242831948,2.106550611,-0.13628133700000022,2.072852739,-0.03369787199999985,2.146743453,0.07389071400000002,1.898012332,-0.24873112100000005,2
8,7,0,1,5,105,2.106550611,2.072852739,-0.03369787199999985,1.898012332,-0.17484040700000003,1.805834137,-0.09217819500000002,1.84650909,0.040674953000000125,2
8,7,0,1,15,106,2.072852739,1.898012332,-0.17484040700000003,1.84650909,-0.051503241999999894,1.819926546,-0.02658254400000004,1.734400487,-0.08552605899999999,2
8,7,0,1,25,107,1.898012332,1.84650909,-0.051503241999999894,1.734400487,-0.11210860300000003,1.785433036,0.05103254899999987,1.733610241,-0.051822794999999866,2
8,7,0,1,35,108,1.84650909,1.734400487,-0.11210860300000003,1.733610241,-7.902459999999945E-4,1.69438406,-0.03922618100000008,1.701288588,0.006904527999999965,2
8,7,0,1,45,109,1.734400487,1.733610241,-7.902459999999945E-4,1.701288588,-0.03232165300000012,1.722159905,0.02087131700000011,1.706410228,-0.015749677000000073,3
8,7,0,1,55,110,1.733610241,1.701288588,-0.03232165300000012,1.706410228,0.005121640000000038,2.015585016,0.3091747880000002,1.795574327,-0.2200106890000002,2
8,7,0,2,5,111,1.701288588,1.706410228,0.005121640000000038,1.795574327,0.089164099,1.780259206,-0.015315120999999987,1.671931744,-0.10832746199999987,2
8,7,0,2,15,112,1.706410228,1.795574327,0.089164099,1.671931744,-0.12364258299999986,1.679005182,0.007073437999999932,1.668891063,-0.010114119000000032,2
8,7,0,2,25,113,1.795574327,1.671931744,-0.12364258299999986,1.668891063,-0.0030406810000001006,1.728025343,0.059134280000000095,1.72317918,-0.00484616300000007,2
8,7,0,2,35,114,1.671931744,1.668891063,-0.0030406810000001006,1.72317918,0.054288117000000025,1.637898222,-0.08528095800000002,1.595363849,-0.04253437300000007,2
8,7,0,2,45,115,1.668891063,1.72317918,0.054288117000000025,1.595363849,-0.1278153310000001,1.617476695,0.022112845999999964,1.629195853,0.011719158000000007,2
8,7,0,2,55,116,1.72317918,1.595363849,-0.1278153310000001,1.629195853,0.03383200399999997,1.845312155,0.2161163020000001,1.649332044,-0.1959801109999999,2
8,7,0,3,5,117,1.595363849,1.629195853,0.03383200399999997,1.649332044,0.020136191000000192,1.547267504,-0.1020645400000002,1.49941174,-0.04785576399999991,2
8,7,0,3,15,118,1.629195853,1.649332044,0.020136191000000192,1.49941174,-0.14992030400000012,1.459317981,-0.040093758999999896,1.447949146,-0.011368835000000077,2
8,7,0,3,25,119,1.649332044,1.49941174,-0.14992030400000012,1.447949146,-0.05146259399999997,1.599031982,0.15108283600000005,1.55538996,-0.043642022,2
8,7,0,3,35,120,1.49941174,1.447949146,-0.05146259399999997,1.55538996,0.10744081400000005,1.726665812,0.17127585199999995,1.560596693,-0.1660691190000001,2
8,7,0,3,45,121,1.447949146,1.55538996,0.10744081400000005,1.560596693,0.005206732999999852,1.487551813,-0.07304487999999987,1.50683586,0.01928404699999997,2
8,7,0,3,55,122,1.55538996,1.560596693,0.005206732999999852,1.50683586,-0.0537608329999999,1.814598605,0.307762745,1.675097503,-0.1395011020000001,2
8,7,0,4,5,123,1.560596693,1.50683586,-0.0537608329999999,1.675097503,0.1682616429999999,1.649725627,-0.025371875999999904,1.605411867,-0.04431376000000009,2
8,7,0,4,15,124,1.50683586,1.675097503,0.1682616429999999,1.605411867,-0.069685636,1.631462039,0.02605017200000015,1.794111915,0.16264987599999992,3
8,7,0,4,25,125,1.675097503,1.605411867,-0.069685636,1.794111915,0.18870004800000006,2.06464433,0.27053241500000014,1.805560623,-0.25908370700000005,2
8,7,0,4,35,126,1.605411867,1.794111915,0.18870004800000006,1.805560623,0.011448708000000085,1.639043272,-0.16651735099999998,1.675169871,0.036126598999999926,3
8,7,0,4,45,127,1.794111915,1.805560623,0.011448708000000085,1.675169871,-0.13039075200000005,1.786003377,0.11083350599999986,2.313753829,0.527750452,3
8,7,0,4,55,128,1.805560623,1.675169871,-0.13039075200000005,2.313753829,0.6385839579999999,2.733271598,0.41951776900000004,1.999096513,-0.734175085,2
8,7,0,5,5,129,1.675169871,2.313753829,0.6385839579999999,1.999096513,-0.3146573159999999,1.911255872,-0.08784064100000011,1.850724767,-0.06053110499999992,2
8,7,0,5,15,130,2.313753829,1.999096513,-0.3146573159999999,1.850724767,-0.14837174600000003,1.844343109,-0.006381658000000012,1.89190088,0.047557770999999915,3
8,7,0,5,25,131,1.999096513,1.850724767,-0.14837174600000003,1.89190088,0.0411761129999999,2.071743151,0.17984227100000028,1.917291872,-0.1544512790000001,3
8,7,0,5,35,132,1.850724767,1.89190088,0.0411761129999999,1.917291872,0.025390992000000168,1.920241635,0.0029497629999999386,2.028928664,0.10868702899999994,3
8,7,0,5,45,133,1.89190088,1.917291872,0.025390992000000168,2.028928664,0.11163679199999987,2.192637441,0.16370877700000008,2.553091807,0.3604543659999999,3
8,7,0,5,55,134,1.917291872,2.028928664,0.11163679199999987,2.553091807,0.524163143,2.554968485,0.0018766779999999095,2.391627246,-0.16334123899999975,3
8,7,0,6,5,135,2.028928664,2.553091807,0.524163143,2.391627246,-0.16146456099999984,2.455430601,0.06380335500000012,2.468010209,0.012579607999999798,3
8,7,0,6,15,136,2.553091807,2.391627246,-0.16146456099999984,2.468010209,0.07638296299999991,2.650808208,0.18279799899999993,2.781247406,0.13043919799999992,3
8,7,0,6,25,137,2.391627246,2.468010209,0.07638296299999991,2.781247406,0.31323719699999986,2.848338243,0.06709083700000029,2.931929285,0.08359104199999967,4
8,7,0,6,35,138,2.468010209,2.781247406,0.31323719699999986,2.931929285,0.15068187899999996,2.971844719,0.03991543400000008,3.189909175,0.21806445600000002,5
8,7,0,6,45,139,2.781247406,2.931929285,0.15068187899999996,3.189909175,0.2579798900000001,3.452214549,0.26230537399999987,4.205761408,0.7535468590000001,5
8,7,0,6,55,140,2.931929285,3.189909175,0.2579798900000001,4.205761408,1.015852233,4.264799773,0.05903836500000015,4.151264837,-0.11353493599999975,5
8,7,0,7,5,141,3.189909175,4.205761408,1.015852233,4.151264837,-0.054496570999999605,4.393686561,0.24242172399999973,4.538893522,0.1452069610000004,6
8,7,0,7,15,142,4.205761408,4.151264837,-0.054496570999999605,4.538893522,0.38762868500000014,5.190675656,0.6517821339999994,5.126512975,-0.064162681,6
8,7,0,7,25,143,4.151264837,4.538893522,0.38762868500000014,5.126512975,0.5876194529999994,5.256135289,0.12962231400000057,5.824779869,0.56864458,6
8,7,0,7,35,144,4.538893522,5.126512975,0.5876194529999994,5.824779869,0.6982668940000005,5.994016503,0.16923663399999977,5.965360317,-0.028656186000000083,7
8,7,0,7,45,145,5.126512975,5.824779869,0.6982668940000005,5.965360317,0.1405804479999997,5.983511218,0.018150901000000275,6.13409142,0.15058020199999955,7
8,7,0,7,55,146,5.824779869,5.965360317,0.1405804479999997,6.13409142,0.16873110299999983,6.362714553,0.22862313300000014,6.150369804,-0.21234474899999967,7
8,7,0,8,5,147,5.965360317,6.13409142,0.16873110299999983,6.150369804,0.01627838400000048,6.082786407,-0.06758339699999993,5.991742496,-0.09104391100000075,7
8,7,0,8,15,148,6.13409142,6.150369804,0.01627838400000048,5.991742496,-0.1586273080000007,6.275467515,0.28372501900000024,6.171775001,-0.10369251399999957,7
8,7,0,8,25,149,6.150369804,5.991742496,-0.1586273080000007,6.171775001,0.18003250500000068,6.526366537,0.35459153600000004,6.607149977,0.08078343999999937,7
8,7,0,8,35,150,5.991742496,6.171775001,0.18003250500000068,6.607149977,0.4353749759999994,6.613251438,0.006101461000000086,6.569377983,-0.04387345499999995,7
8,7,0,8,45,151,6.171775001,6.607149977,0.4353749759999994,6.569377983,-0.037771993999999864,6.742079953,0.17270197000000032,6.753617676,0.011537723,8
8,7,0,8,55,152,6.607149977,6.569377983,-0.037771993999999864,6.753617676,0.18423969300000032,6.857491362,0.10387368600000002,7.074260798,0.21676943599999987,8
8,7,0,9,5,153,6.569377983,6.753617676,0.18423969300000032,7.074260798,0.3206431219999999,7.111874181,0.037613383000000056,7.243067552,0.13119337100000017,8
8,7,0,9,15,154,6.753617676,7.074260798,0.3206431219999999,7.243067552,0.16880675400000023,7.318159907,0.07509235499999978,7.208833387,-0.10932651999999976,8
8,7,0,9,25,155,7.074260798,7.243067552,0.16880675400000023,7.208833387,-0.03423416499999998,7.495291518,0.28645813099999984,7.547757614,0.05246609599999985,8
8,7,0,9,35,156,7.243067552,7.208833387,-0.03423416499999998,7.547757614,0.3389242269999997,7.970479854,0.4227222399999997,7.787826609,-0.18265324500000002,8
8,7,0,9,45,157,7.208833387,7.547757614,0.3389242269999997,7.787826609,0.24006899499999967,7.685712107,-0.10211450200000005,7.690375153,0.004663046000000115,9
8,7,0,9,55,158,7.547757614,7.787826609,0.24006899499999967,7.690375153,-0.09745145599999994,8.188490789,0.49811563599999964,7.934295948,-0.25419484099999945,9
8,7,0,10,5,159,7.787826609,7.690375153,-0.09745145599999994,7.934295948,0.2439207950000002,7.870868471,-0.06342747700000029,8.14620416,0.27533568900000027,9
8,7,0,10,15,160,7.690375153,7.934295948,0.2439207950000002,8.14620416,0.21190821199999998,8.180532426,0.034328265999999275,8.372604274,0.1920718480000012,9
8,7,0,10,25,161,7.934295948,8.14620416,0.21190821199999998,8.372604274,0.22640011400000049,8.466407495,0.09380322099999994,8.437633882,-0.028773613000000253,9
8,7,0,10,35,162,8.14620416,8.372604274,0.22640011400000049,8.437633882,0.06502960799999968,8.367609771,-0.07002411100000039,8.203291962,-0.16431780899999993,9
8,7,0,10,45,163,8.372604274,8.437633882,0.06502960799999968,8.203291962,-0.23434192000000031,8.024370575,-0.17892138699999904,7.777108659,-0.24726191600000114,8
8,7,0,10,55,164,8.437633882,8.203291962,-0.23434192000000031,7.777108659,-0.4261833030000002,7.754400462,-0.022708196999999153,7.609499824,-0.1449006380000002,8
8,7,0,11,5,165,8.203291962,7.777108659,-0.4261833030000002,7.609499824,-0.16760883499999935,7.83200398,0.2225041559999994,7.855501869,0.023497889000000605,8
8,7,0,11,15,166,7.777108659,7.609499824,-0.16760883499999935,7.855501869,0.246002045,7.845745786,-0.009756083000000082,7.670633728,-0.17511205799999985,8
8,7,0,11,25,167,7.609499824,7.855501869,0.246002045,7.670633728,-0.18486814099999993,7.556111152,-0.1145225760000006,7.418082652,-0.1380284999999999,8
8,7,0,11,35,168,7.855501869,7.670633728,-0.18486814099999993,7.418082652,-0.2525510760000005,7.52916935,0.11108669800000026,7.896096694,0.3669273439999996,8
8,7,0,11,45,169,7.670633728,7.418082652,-0.2525510760000005,7.896096694,0.47801404199999986,7.493063224,-0.40303346999999956,7.449015187,-0.044048037000000484,8
8,7,0,11,55,170,7.418082652,7.896096694,0.47801404199999986,7.449015187,-0.44708150700000004,7.383112398,-0.0659027889999999,7.639506802,0.2563944039999999,8
8,7,0,12,5,171,7.896096694,7.449015187,-0.44708150700000004,7.639506802,0.190491615,7.449686171,-0.1898206309999999,7.602704562,0.1530183910000007,8
